"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3746165";"";"None";"377.23";"0";"4.00";"31";"Cn1c(=O)c(Oc2c(Cl)cccc2Cl)cc2cnc(NC3CC3)nc21";"IC50";"'='";"14920.0";"nM";"4.83";"";"";"UO_0000065";"12.79";"0.26";"0.83";"6.99";"0";"CHEMBL3751431";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745672";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL3679580";"";"None";"472.50";"0";"3.72";"BDBM100601";"COC(=O)c1c(CNC(=O)c2cccc(OC)c2)c(=O)c2ccc(OC)cc2n1-c1ccccc1";"IC50";"'='";"32.0";"nM";"7.50";"";"217812";"UO_0000065";"15.86";"0.29";"3.77";"7.82";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3640040";"";"None";"525.05";"2";"5.28";"BDBM100622";"CC(C)(C)OC(=O)N[C@H]1CC[C@H](NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1";"IC50";"'='";"700.0";"nM";"6.16";"";"217833";"UO_0000065";"11.72";"0.23";"0.87";"6.07";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3640052";"";"None";"515.01";"1";"4.75";"BDBM100634";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1CCN(C(=O)c2ccccc2)CC1";"IC50";"'='";"190.0";"nM";"6.72";"";"217845";"UO_0000065";"13.05";"0.25";"1.97";"8.06";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3640062";"";"None";"456.30";"1";"5.76";"BDBM100644";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)Nc1ccc(Cl)c(F)c1";"IC50";"'='";"1100.0";"nM";"5.96";"";"217855";"UO_0000065";"13.06";"0.26";"0.20";"9.44";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL4127319";"";"None";"367.41";"1";"5.25";"3a";"O=C(O)c1ccc(-c2ccnc(Nc3cccc(-c4ccccc4)c3)n2)cc1";"IC50";"'='";"398.11";"nM";"6.40";"";"";"UO_0000065";"17.42";"0.31";"1.15";"8.52";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4129040";"";"None";"320.35";"0";"2.99";"3f";"COc1ccccc1Nc1nccc(-c2ccc(C(N)=O)cc2)n1";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"17.79";"0.32";"2.71";"6.32";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4129941";"";"None";"408.51";"0";"4.91";"4q";"Cc1ccc(CN2CCOCC2)cc1-c1cc2c(-c3ccc(C#N)cc3)ccnc2[nH]1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL1232772";"";"None";"346.34";"0";"3.22";"6";"CC(C)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1";"IC50";"'='";"4220.0";"nM";"5.38";"";"";"UO_0000065";"15.52";"0.29";"2.15";"7.78";"0";"CHEMBL3751431";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745672";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL4126300";"";"None";"321.34";"0";"3.59";"3j";"COc1ccccc1Nc1nccc(-c2ccc(C(=O)O)cc2)n1";"IC50";"'='";"5011.87";"nM";"5.30";"";"";"UO_0000065";"16.49";"0.30";"1.71";"6.28";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4129590";"";"None";"363.42";"0";"4.72";"3k";"COc1ccccc1Nc1nccc(-c2ccc(C(=O)O)c(C(C)C)c2)n1";"IC50";"'='";"3162.28";"nM";"5.50";"";"";"UO_0000065";"15.13";"0.28";"0.78";"6.52";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4128114";"";"None";"406.47";"0";"3.37";"4e";"CS(=O)(=O)Nc1ccc(-c2cc3c(-c4ccc(C(N)=O)cc4)ccnc3[nH]2)cc1";"IC50";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"17.71";"0.34";"3.83";"6.10";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4129362";"";"None";"343.39";"0";"4.00";"4g";"COc1ccccc1-c1cc2c(-c3ccc(C(N)=O)cc3)ccnc2[nH]1";"IC50";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"19.80";"0.36";"2.80";"8.40";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4126095";"";"None";"456.55";"0";"4.02";"4l";"Cc1cc(OCCN2CCOCC2)ccc1-c1cc2c(-c3ccc(C(N)=O)cc3)ccnc2[nH]1";"IC50";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"14.68";"0.27";"2.68";"7.17";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4853125";"";"None";"363.46";"0";"1.66";"15";"CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CCC[C@@H](O)C3)n2)CC1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"23.93";"0.46";"7.04";"7.11";"0";"CHEMBL4842273";"Inhibition of JNK1 (unknown origin) assessed as reduction in phosphorylated ULight-labeled 4EBP1 peptide measured after 1 hr by time-resolved fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4840378";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL3100085";"";"None";"398.43";"0";"4.07";"28";"Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cn[nH]c4C)ccn3)cc2)n1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"19.79";"0.36";"3.82";"7.15";"0";"CHEMBL3102105";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3098026";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL3679463";"";"None";"455.91";"0";"4.36";"BDBM100483";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(-c2nnc[nH]2)cc1";"IC50";"'='";"100.0";"nM";"7.00";"";"217694";"UO_0000065";"15.35";"0.29";"2.64";"7.55";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679487";"";"None";"503.00";"1";"4.18";"BDBM100507";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCC(CO)CC2)nc1";"IC50";"'='";"20.0";"nM";"7.70";"";"217718";"UO_0000065";"15.31";"0.29";"3.52";"8.80";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679572";"";"None";"547.49";"1";"4.51";"BDBM100593";"COC(=O)c1c(CNC(=O)c2ccc(-c3ncc[nH]3)cc2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1";"IC50";"'='";"23.0";"nM";"7.64";"";"217804";"UO_0000065";"13.95";"0.26";"3.13";"6.42";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL4127640";"";"None";"362.43";"0";"4.12";"3g";"COc1ccccc1Nc1nccc(-c2ccc(C(N)=O)c(C(C)C)c2)n1";"IC50";"'='";"1584.89";"nM";"5.80";"";"";"UO_0000065";"16.00";"0.29";"1.68";"6.44";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL4128540";"";"None";"480.61";"1";"5.91";"4t";"Cc1cc(OCCN2CCOCC2)ccc1-c1cc2c(-c3ccc(C#N)c(C(C)C)c3)ccnc2[nH]1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4121732";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL2392834";"";"None";"510.66";"1";"3.29";"BDBM102564";"CC(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1";"IC50";"'='";"6.6";"nM";"8.18";"";"220092";"UO_0000065";"16.02";"0.31";"4.89";"7.49";"0";"CHEMBL3705344";"In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638640";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL14762";"SELICICLIB";"2.0";"354.46";"0";"3.20";"2";"CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1";"IC50";"'='";"170000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4424383";"Inhibition of MAPK8 (unknown origin) using peptide as substrate after 3 hrs by kinase-glo luminescent assay relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4422662";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";""
"CHEMBL2390974";"";"None";"445.55";"0";"2.34";"1";"CS(=O)(=O)CCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1";"IC50";"'='";"6.2";"nM";"8.21";"";"";"UO_0000065";"18.42";"0.36";"5.87";"6.88";"1";"CHEMBL2393735";"Inhibition of human JNK1alpha1 using GST-tagged ATF2 as substrate preincubated for 10 mins prior to substrate addition measured after 30 mins by microplate scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390842";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2392826";"";"None";"547.71";"1";"1.77";"7b";"CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCN(S(C)(=O)=O)CC5)cccc43)n2)CC1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"13.76";"0.28";"5.77";"5.82";"0";"CHEMBL2393735";"Inhibition of human JNK1alpha1 using GST-tagged ATF2 as substrate preincubated for 10 mins prior to substrate addition measured after 30 mins by microplate scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390842";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL3679423";"";"None";"542.00";"1";"4.46";"BDBM100439";"O=C(NCc1c(-c2ncco2)n(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCOCC2)nc1";"IC50";"'='";"9.0";"nM";"8.05";"";"217654";"UO_0000065";"14.84";"0.28";"3.59";"7.85";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679429";"";"None";"529.56";"1";"4.18";"BDBM100445";"O=C(NCc1c(-c2ncco2)n(-c2ccccc2)c2ncccc2c1=O)c1ccn(Cc2ccccc2)c(=O)c1";"IC50";"'='";"4.0";"nM";"8.40";"";"217660";"UO_0000065";"15.86";"0.29";"4.22";"7.50";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679534";"";"None";"525.97";"1";"3.01";"BDBM100555";"COC(=O)c1c(CNC(=O)c2ccc(S(N)(=O)=O)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1";"IC50";"'='";"8.0";"nM";"8.10";"";"217766";"UO_0000065";"15.39";"0.31";"5.09";"5.89";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679424";"";"None";"498.93";"0";"4.33";"BDBM100440";"NC(=O)c1ccc(C(=O)NCc2c(-c3ncco3)n(-c3ccccc3)c3cc(Cl)ccc3c2=O)cc1";"IC50";"'='";"14.0";"nM";"7.85";"";"217655";"UO_0000065";"15.74";"0.30";"3.52";"6.53";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679434";"";"None";"552.06";"1";"3.57";"BDBM100450";"CN(C)C(=O)c1c(CNC(=O)c2cnc(N3CCOCC3)s2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1";"IC50";"'='";"36.0";"nM";"7.44";"";"217665";"UO_0000065";"13.48";"0.27";"3.87";"7.69";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679441";"";"None";"517.97";"1";"4.05";"BDBM100457";"CN(C)C(=O)c1c(CNC(=O)c2ccc3c(c2)OCCO3)c(=O)c2ccc(Cl)cc2n1-c1ccccc1";"IC50";"'='";"460.0";"nM";"6.34";"";"217672";"UO_0000065";"12.23";"0.23";"2.29";"7.05";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679490";"";"None";"474.95";"0";"3.54";"BDBM100510";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CC[C@@H](O)C2)nc1";"IC50";"'='";"24.0";"nM";"7.62";"";"217721";"UO_0000065";"16.04";"0.31";"4.08";"8.71";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679520";"";"None";"503.18";"2";"5.39";"BDBM100541";"O=C(NCc1cn(-c2ccccc2Cl)c2cc(Cl)ccc2c1=O)c1ccc(Br)nc1";"IC50";"'='";"600.0";"nM";"6.22";"";"217752";"UO_0000065";"12.37";"0.28";"0.83";"9.72";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679504";"";"None";"458.95";"0";"4.57";"BDBM100524";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCCC2)nc1";"IC50";"'='";"100.0";"nM";"7.00";"";"217735";"UO_0000065";"15.25";"0.29";"2.43";"10.41";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3640055";"";"None";"489.00";"0";"2.87";"BDBM100637";"CS(=O)(=O)N1CCC(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1";"IC50";"'='";"2100.0";"nM";"5.68";"";"217848";"UO_0000065";"11.61";"0.23";"2.81";"5.65";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3640053";"";"None";"545.04";"2";"5.24";"BDBM100635";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1CCN(C(=O)OCc2ccccc2)CC1";"IC50";"'='";"580.0";"nM";"6.24";"";"217846";"UO_0000065";"11.44";"0.22";"1.00";"6.73";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679505";"";"None";"473.96";"0";"3.38";"BDBM100525";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCNCC2)nc1";"IC50";"'='";"110.0";"nM";"6.96";"";"217736";"UO_0000065";"14.68";"0.28";"3.58";"8.78";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679509";"";"None";"487.99";"0";"3.90";"BDBM100530";"NC1CCN(c2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cn2)CC1";"IC50";"'='";"130.0";"nM";"6.89";"";"217741";"UO_0000065";"14.11";"0.27";"2.99";"7.38";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679513";"";"None";"495.00";"0";"3.99";"BDBM100534";"O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1cnc(N2CCC(O)CC2)s1";"IC50";"'='";"36.0";"nM";"7.44";"";"217745";"UO_0000065";"15.04";"0.30";"3.45";"8.51";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
"CHEMBL3679532";"";"None";"503.97";"1";"4.97";"BDBM100553";"COC(=O)c1c(CNC(=O)c2ccc3scnc3c2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1";"IC50";"'='";"7.0";"nM";"8.15";"";"217764";"UO_0000065";"16.18";"0.32";"3.18";"9.03";"0";"CHEMBL3705299";"In Vitro Enzyme Assay: In vitro JNK1 assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638467";"37";"BindingDB Database";"";"2013";"None";"";"";""
