,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
1352,CHEMBL495233,,,404.45,0.0,0.63,53,C[C@@H](CO)Oc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,IC50,'=',21.98,nM,7.66,,,UO_0000065,18.93,0.37,7.03,4.93,0,CHEMBL990582,Inhibition of JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149794,1,Scientific Literature,Eur J Med Chem,2008.0,,,,
1353,CHEMBL209769,,,413.43,0.0,2.09,6r,CCOc1nc(NC(=O)Cc2cc(OC)c(NC(C)=O)cc2OC)cc(N)c1C#N,IC50,'=',35.0,nM,7.46,,,UO_0000065,18.03,0.34,5.37,5.02,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
1355,CHEMBL2204095,,,473.53,0.0,1.99,24a,COC(=O)c1c(CN2CCN(S(C)(=O)=O)CC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,IC50,'=',65.0,nM,7.19,,,UO_0000065,15.18,0.3,5.2,8.08,0,CHEMBL2216094,Inhibition of human JNK1 alpha1 using GST-tagged ATF2 as substrate and [gamma33P]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203077,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
1357,CHEMBL2204096,,,472.54,0.0,2.93,24b,COC(=O)c1c(CN2CCC(S(C)(=O)=O)CC2)c(=O)c2ccc(F)cc2n1-c1ccccc1,IC50,'=',23.0,nM,7.64,,,UO_0000065,16.16,0.32,4.71,8.91,0,CHEMBL2216094,Inhibition of human JNK1 alpha1 using GST-tagged ATF2 as substrate and [gamma33P]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203077,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
1359,CHEMBL1644624,,,379.42,0.0,4.52,16,O=c1[nH]nc(-c2ccnc(Nc3ccccc3)c2)n1-c1ccc2ccccc2c1,IC50,'=',5700.0,nM,5.24,,,UO_0000065,13.82,0.25,0.72,6.94,0,CHEMBL1648827,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641539,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1360,CHEMBL1681992,,,319.38,0.0,3.03,4,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OC)cc1,IC50,'=',590.0,nM,6.23,,,UO_0000065,19.5,0.39,3.2,9.64,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1361,CHEMBL1681994,,,359.45,0.0,3.99,6,CCOC(=O)c1c(C2CC2)csc1NC(=O)Cc1ccc(OC)cc1,IC50,'=',15580.0,nM,4.81,,,UO_0000065,13.37,0.26,0.82,7.44,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1362,CHEMBL1682001,,,416.54,0.0,3.89,18,COC(=O)c1c(C)csc1NC(=O)Cc1ccc(OCCCN2CCCC2)cc1,IC50,'=',284.0,nM,6.55,,,UO_0000065,15.72,0.31,2.66,9.65,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1363,CHEMBL1682017,,,369.84,0.0,3.92,47,O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,IC50,'=',14.0,nM,7.85,,,UO_0000065,21.24,0.43,3.93,9.4,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1364,CHEMBL1644632,,,405.43,0.0,3.51,25,O=c1[nH]nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2cc(F)ccc2c1,IC50,'=',740.0,nM,6.13,,,UO_0000065,15.12,0.28,2.62,7.23,0,CHEMBL1648827,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1641539,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1368,CHEMBL489344,,,402.42,0.0,4.06,"table 2,H479",CNc1nccc(-c2nc(C3CCNCC3)[nH]c2-c2cccc(C(F)(F)F)c2)n1,IC50,'=',385000.0,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL1004019,Inhibition of human JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156427,1,Scientific Literature,J Biol Chem,2007.0,,,,
1369,CHEMBL4753310,,,431.91,0.0,3.75,16,O=C(Nc1cnn(-c2csc(C(=O)N[C@@H]3CCOC3)c2)c1)Nc1ccccc1Cl,IC50,'=',1500.0,nM,5.82,,,UO_0000065,13.48,0.27,2.07,5.99,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1370,CHEMBL1923194,,,445.44,1.0,5.91,10f,CC(C)(C)Oc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,IC50,'=',22.0,nM,7.66,,,UO_0000065,17.19,0.33,1.75,8.86,0,CHEMBL1925288,Inhibition of JNK1 using biotinylated-ATF2 as substrate by HTRF assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1921763,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1371,CHEMBL1767264,,,386.21,0.0,2.63,"36, BI-101B2",NC(=O)c1ccsc1NC(=O)Cc1cccc(I)c1,IC50,'=',1800.0,nM,5.75,,,UO_0000065,14.87,0.41,3.11,7.96,0,CHEMBL1768207,Inhibition of JNK1 by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1764959,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,
1372,CHEMBL1288966,,,289.36,0.0,3.11,23,CCOC(=O)c1sccc1NC(=O)Cc1ccccc1,IC50,'=',300.0,nM,6.52,,,UO_0000065,22.54,0.45,3.41,11.77,0,CHEMBL1291185,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1287787,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,,
1373,CHEMBL4878370,,,377.49,0.0,1.91,21,CO[C@H]1CC[C@H](Nc2ncc(C(N)=O)c(N[C@@H]3CC[C@@H](C)[C@H](O)C3)n2)CC1,IC50,'=',2.0,nM,8.7,,,UO_0000065,23.04,0.44,6.79,7.11,0,CHEMBL4842273,Inhibition of JNK1 (unknown origin) assessed as reduction in phosphorylated ULight-labeled 4EBP1 peptide measured after 1 hr by time-resolved fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4840378,1,Scientific Literature,J Med Chem,2021.0,,TIME = 1.0 hr,INHIBITOR,
1374,CHEMBL1822138,,,433.29,0.0,2.61,34,O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,IC50,'=',9.0,nM,8.05,,,UO_0000065,18.57,0.42,5.44,7.75,0,CHEMBL1825598,Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1821697,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1375,CHEMBL1822141,,,499.27,0.0,3.66,37,O=C(Cn1c(=O)ccc2cnc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,IC50,'=',4.0,nM,8.4,,,UO_0000065,16.82,0.38,4.74,7.96,0,CHEMBL1825598,Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1821697,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1376,CHEMBL1822143,,,420.25,0.0,1.74,39,O=C(Cn1c(=O)ccn2nccc12)Nc1scc(Br)c1-c1ncn[nH]1,IC50,'=',8.0,nM,8.1,,,UO_0000065,19.27,0.44,6.36,7.36,0,CHEMBL1825598,Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1821697,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1377,CHEMBL1822146,,,498.28,0.0,4.27,42,O=C(Cn1c(=O)ccc2cc(C(F)(F)F)ccc21)Nc1scc(Br)c1-c1ncn[nH]1,IC50,'=',2.0,nM,8.7,,,UO_0000065,17.46,0.4,4.43,9.39,0,CHEMBL1825598,Inhibition of recombinant JNK1 using ser73 of c-jun as substrate preincubated for 15 mins measured after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1821697,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
1378,CHEMBL2425650,,,391.48,0.0,2.8,7,O=C([C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1)N1CCCC1,IC50,'=',120.0,nM,6.92,,,UO_0000065,17.68,0.33,4.12,7.79,0,CHEMBL2429340,Inhibition of human JNK1 assessed as inhibition of GST-tagged ATF2 (19 to 96) phosphorylation incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]-ATP,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1382,CHEMBL4755895,,,445.93,0.0,4.0,22,O=C(Nc1cnn(-c2csc(C(=O)NC[C@H]3CCOC3)c2)c1)Nc1ccccc1Cl,IC50,'=',2200.0,nM,5.66,,,UO_0000065,12.69,0.26,1.66,5.82,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1383,CHEMBL4753218,,,458.98,0.0,3.91,21,CN1CC[C@H](CNC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)C1,IC50,'=',10300.0,nM,4.99,,,UO_0000065,10.87,0.22,1.08,5.46,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1384,CHEMBL4793809,,,401.88,0.0,4.12,8,O=C(Nc1cnn(-c2csc(C(=O)NC3CC3)c2)c1)Nc1ccccc1Cl,IC50,'=',7400.0,nM,5.13,,,UO_0000065,12.77,0.26,1.01,5.83,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1386,CHEMBL4857979,,,401.85,0.0,4.38,23,CNC(=O)c1cc(-n2ncc3cc(Nc4c(F)cccc4Cl)cnc32)cs1,IC50,'=',213.0,nM,6.67,,,UO_0000065,16.6,0.34,2.29,9.29,0,CHEMBL4840118,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate measured after 22 mins by homogeneous time-resolved fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4837263,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1388,CHEMBL4845770,,,457.92,0.0,4.46,29,Cc1nc2c(cnn2-c2csc(C(=O)NC3COC3)c2)cc1Nc1c(F)cccc1Cl,IC50,'=',387.0,nM,6.41,,,UO_0000065,14.0,0.28,1.95,7.91,0,CHEMBL4840118,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate measured after 22 mins by homogeneous time-resolved fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4837263,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1389,CHEMBL4862656,,,497.98,0.0,4.97,9,CC(=O)N1CC[C@H](NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)c(F)cc43)cs2)C1,IC50,'=',627.0,nM,6.2,,,UO_0000065,12.46,0.25,1.23,7.83,0,CHEMBL4840118,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate measured after 22 mins by homogeneous time-resolved fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4837263,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1390,CHEMBL2420562,,,443.55,0.0,4.48,25,CC[C@@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,IC50,'=',33.0,nM,7.48,,,UO_0000065,16.87,0.31,3.0,8.17,0,CHEMBL2424214,Inhibition of JNK1 in human Jurkat cell lysates using desthiobiotin-tagged ATP probe AX9989 followed by trypsinization by LC/MS analysis,B,BAO_0000357,single protein format,Homo sapiens,,,Jurkat,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2417377,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,CHEMBL3307526,,,
1394,CHEMBL4749547,,,463.92,0.0,4.2,28,Cc1sc(C(=O)N[C@@H]2CCOC2)cc1-n1cc(NC(=O)Nc2c(F)cccc2Cl)cn1,IC50,'=',7300.0,nM,5.14,,,UO_0000065,11.07,0.23,0.94,5.28,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1395,CHEMBL4754584,,,444.95,0.0,3.67,12,CN1CC[C@H](NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)C1,IC50,'=',2200.0,nM,5.66,,,UO_0000065,12.72,0.26,1.99,6.2,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1396,CHEMBL4745961,,,444.95,0.0,3.67,10,CN1CC[C@@H](NC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)C1,IC50,'=',5100.0,nM,5.29,,,UO_0000065,11.89,0.24,1.62,5.8,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1397,CHEMBL3679531,,,532.98,1.0,3.59,BDBM100552,COC(=O)c1c(CNC(=O)c2ccc(N3CCOCC3)nc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',6.0,nM,8.22,,217763,UO_0000065,15.43,0.3,4.63,8.0,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1398,CHEMBL3679492,,,530.03,1.0,3.93,BDBM100512,CNC(=O)C1CCN(c2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cn2)CC1,IC50,'=',27.0,nM,7.57,,217723,UO_0000065,14.28,0.27,3.64,7.86,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1401,CHEMBL4872493,,,425.9,0.0,4.01,4,O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,IC50,'=',940.0,nM,6.03,,,UO_0000065,14.15,0.28,2.02,7.43,0,CHEMBL4840118,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate measured after 22 mins by homogeneous time-resolved fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4837263,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1404,CHEMBL205078,,,392.43,0.0,4.39,23,O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOCC1,IC50,'=',152.0,nM,6.82,,,UO_0000065,17.37,0.32,2.43,8.95,0,CHEMBL862177,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139041,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
1405,CHEMBL4851793,,,383.86,0.0,4.24,21,CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)cnc32)cs1,IC50,'=',4730.0,nM,5.33,,,UO_0000065,13.87,0.28,1.09,7.41,0,CHEMBL4840118,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate measured after 22 mins by homogeneous time-resolved fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4837263,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1406,CHEMBL4847784,,,442.9,0.0,4.75,5,O=C(NC1COC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,IC50,'=',1050.0,nM,5.98,,,UO_0000065,13.5,0.27,1.23,8.77,0,CHEMBL4840118,Inhibition of JNK1 (unknown origin) using biotinylated FL-ATF-2 as substrate measured after 22 mins by homogeneous time-resolved fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4837263,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1407,CHEMBL3679500,,,523.01,1.0,3.2,BDBM100520,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCS(=O)(=O)CC2)nc1,IC50,'=',56.0,nM,7.25,,217731,UO_0000065,13.87,0.28,4.05,7.15,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
1409,CHEMBL4784092,,,449.9,0.0,3.81,27,Cc1sc(C(=O)NC2COC2)cc1-n1cc(NC(=O)Nc2c(F)cccc2Cl)cn1,IC50,'=',8300.0,nM,5.08,,,UO_0000065,11.29,0.23,1.27,5.22,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1410,CHEMBL4754031,,,473.0,0.0,4.3,19,CN1CCC(CNC(=O)c2cc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)cs2)CC1,IC50,'=',5800.0,nM,5.24,,,UO_0000065,11.07,0.22,0.94,5.74,0,CHEMBL4724649,Inhibition of JNK1 (unknown origin) using ATF2 as substrate after 22 mins in presence of ATP by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4715902,1,Scientific Literature,ACS Med Chem Lett,2021.0,,TIME = 0.3667 hr,INHIBITOR,
1413,CHEMBL209292,,,330.77,0.0,2.77,6h,CCOc1nc(NC(=O)Cc2ccc(Cl)cc2)cc(N)c1C#N,IC50,'=',580.0,nM,6.24,,,UO_0000065,18.85,0.37,3.47,6.17,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
1414,CHEMBL2425640,,,383.45,0.0,2.29,18c,OCCCOc1cccc2c1cnn2-c1ccnc(N[C@H]2CC[C@H](O)CC2)n1,IC50,'=',24.0,nM,7.62,,,UO_0000065,19.87,0.37,5.33,7.23,0,CHEMBL2429340,Inhibition of human JNK1 assessed as inhibition of GST-tagged ATF2 (19 to 96) phosphorylation incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]-ATP,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
1418,CHEMBL3674711,,,443.56,0.0,3.73,BDBM102589,N#CCC(=O)N1CCN(c2cccc3c2ccn3-c2ccnc(NC3CCCCC3)n2)CC1,IC50,'=',4.9,nM,8.31,,220110,UO_0000065,18.73,0.34,4.58,9.22,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
1419,CHEMBL3674724,,,671.75,2.0,4.06,BDBM102602,CS(=O)(=O)C1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](C(=O)N4CCn5c(nnc5C(F)(F)F)C4)CC3)n2)CC1,IC50,'=',3.6,nM,8.44,,220113,UO_0000065,12.57,0.25,4.38,6.44,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
